samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,was_correct,partial_guess
50,7,3,d,d,870823,D,741137,129686,true,r4nd
50,7,4,o,o,1084525,F,883891,200634,true,r4ndo
50,7,5,m,m,1295419,Y,1130593,164826,true,r4ndom
50,7,6,P,P,1506729,p,1346513,160216,true,r4ndomP
50,7,7,@,@,1720747,$,1536900,183847,true,r4ndomP@
50,7,8,s,s,1937630,2,1751809,185821,true,r4ndomP@s
50,7,9,s,s,2147294,H,1979011,168283,true,r4ndomP@ss
50,8,0,r,r,220481,i,41,220440,true,r
50,8,1,4,4,435193,6,220497,214696,true,r4
50,8,2,n,n,654087,I,468358,185729,true,r4n
50,8,3,d,d,868020,W,663813,204207,true,r4nd
50,8,4,o,o,1087105,@,953652,133453,true,r4ndo
50,8,5,m,m,1294929,Q,1096234,198695,true,r4ndom
50,8,6,P,P,1516376,f,1317442,198934,true,r4ndomP
50,8,7,@,@,1718169,k,1536727,181442,true,r4ndomP@
50,8,8,s,s,1936486,p,1786393,150093,true,r4ndomP@s
50,8,9,s,s,2148211,k,2054940,93271,true,r4ndomP@ss
50,9,0,r,r,217925,c,38,217887,true,r
50,9,1,4,4,436068,b,220912,215156,true,r4
50,9,2,n,n,647431,b,435612,211819,true,r4n
50,9,3,d,d,868449,I,793504,74945,true,r4nd
50,9,4,o,o,1096665,*,885658,211007,true,r4ndo
50,9,5,m,m,1319812,%,1099362,220450,true,r4ndom
50,9,6,P,P,1521886,Y,1386034,135852,true,r4ndomP
50,9,7,@,@,1725751,J,1536529,189222,true,r4ndomP@
50,9,8,s,s,1943890,o,1754868,189022,true,r4ndomP@s
50,9,9,s,s,2148598,7,2034794,113804,true,r4ndomP@ss
50,10,0,r,r,219040,m,41,218999,true,r
50,10,1,4,4,439298,H,354308,84990,true,r4
50,10,2,n,n,654744,t,620116,34628,true,r4n
50,10,3,d,d,872423,m,733181,139242,true,r4nd
50,10,4,o,o,1086230,A,887166,199064,true,r4ndo
50,10,5,m,m,1296568,7,1113373,183195,true,r4ndom
50,10,6,P,P,1509275,r,1384812,124463,true,r4ndomP
50,10,7,@,@,1728547,9,1538376,190171,true,r4ndomP@
50,10,8,s,s,1937026,Y,1753438,183588,true,r4ndomP@s
50,10,9,s,s,2157622,k,2046522,111100,true,r4ndomP@ss
50,11,0,r,r,218336,m,41,218295,true,r
50,11,1,4,4,438802,8,222133,216669,true,r4
50,11,2,n,n,647543,x,443338,204205,true,r4n
50,11,3,d,d,868888,^,663373,205515,true,r4nd
50,11,4,o,o,1101621,P,906808,194813,true,r4ndo
50,11,5,m,m,1300821,A,1104459,196362,true,r4ndom
50,11,6,P,P,1512265,X,1372713,139552,true,r4ndomP
50,11,7,@,@,1749398,C,1574033,175365,true,r4ndomP@
50,11,8,s,s,1950937,E,1794961,155976,true,r4ndomP@s
50,11,9,s,s,2153502,g,1973423,180079,true,r4ndomP@ss
50,12,0,r,r,220016,n,38,219978,true,r
50,12,1,4,4,439209,3,220716,218493,true,r4
50,12,2,n,n,648162,X,443411,204751,true,r4n
50,12,3,d,d,866752,9,659856,206896,true,r4nd
50,12,4,o,o,1082704,0,880942,201762,true,r4ndo
50,12,5,m,m,1302734,O,1101991,200743,true,r4ndom
50,12,6,P,P,1510322,q,1343907,166415,true,r4ndomP
50,12,7,@,@,1727523,Y,1659408,68115,true,r4ndomP@
50,12,8,s,s,1946808,e,1768733,178075,true,r4ndomP@s
50,12,9,s,s,2158736,i,1965531,193205,true,r4ndomP@ss
50,13,0,r,r,217731,j,41,217690,true,r
50,13,1,4,4,438420,y,220786,217634,true,r4
50,13,2,n,n,654687,Q,442644,212043,true,r4n
50,13,3,d,d,886891,I,656159,230732,true,r4nd
50,13,4,o,o,1081699,#,885105,196594,true,r4ndo
50,13,5,m,m,1295006,p,1105148,189858,true,r4ndom
50,13,6,P,P,1542569,Q,1373788,168781,true,r4ndomP
50,13,7,@,@,1723811,q,1534530,189281,true,r4ndomP@
50,13,8,s,s,1944262,w,1753437,190825,true,r4ndomP@s
50,13,9,s,s,2150955,e,1972640,178315,true,r4ndomP@ss
50,14,0,r,r,218784,i,41,218743,true,r
50,14,1,4,4,433638,!,219640,213998,true,r4
50,14,2,n,n,658755,l,445172,213583,true,r4n
50,14,3,d,d,865570,U,660608,204962,true,r4nd
50,14,4,o,o,1082423,F,881708,200715,true,r4ndo
50,14,5,9,m,1358818,m,1301265,57553,false,r4ndo9
50,14,6,P,P,1171873,Q,1116406,55467,true,r4ndo9P
50,14,7,m,@,1098283,l,1097131,1152,false,r4ndo9Pm
50,14,8,*,s,1098669,H,1093163,5506,false,r4ndo9Pm*
50,14,9,S,s,1133888,J,1132270,1618,false,r4ndo9Pm*S
50,15,0,r,r,201068,n,41,201027,true,r
50,15,1,4,4,429670,g,221834,207836,true,r4
50,15,2,n,n,668658,4,450757,217901,true,r4n
50,15,3,d,d,861915,0,666080,195835,true,r4nd
50,15,4,o,o,1086123,4,872973,213150,true,r4ndo
50,15,5,m,m,1295706,y,1095511,200195,true,r4ndom
50,15,6,P,P,1512433,J,1321186,191247,true,r4ndomP
50,15,7,@,@,1724223,N,1524150,200073,true,r4ndomP@
50,15,8,s,s,1943158,E,1757700,185458,true,r4ndomP@s
50,15,9,s,s,2158933,q,2150029,8904,true,r4ndomP@ss
50,16,0,r,r,217022,f,41,216981,true,r
50,16,1,4,4,435050,i,220770,214280,true,r4
50,16,2,n,n,648791,l,442572,206219,true,r4n
50,16,3,d,d,871241,A,654709,216532,true,r4nd
50,16,4,o,o,1085379,G,880496,204883,true,r4ndo
50,16,5,m,m,1298730,W,1238987,59743,true,r4ndom
50,16,6,P,P,1509661,c,1337699,171962,true,r4ndomP
50,16,7,@,@,1728444,#,1532025,196419,true,r4ndomP@
50,16,8,s,s,1942631,2,1761772,180859,true,r4ndomP@s
50,16,9,s,s,2141877,T,2047390,94487,true,r4ndomP@ss
50,17,0,r,r,175657,i,41,175616,true,r
50,17,1,4,4,433047,Q,220900,212147,true,r4
50,17,2,n,n,631495,M,442354,189141,true,r4n
50,17,3,d,d,863444,l,669794,193650,true,r4nd
50,17,4,o,o,1089855,j,906050,183805,true,r4ndo
50,17,5,m,m,1315522,V,1106286,209236,true,r4ndom
50,17,6,P,P,1506146,F,1312902,193244,true,r4ndomP
50,17,7,@,@,1717537,1,1530816,186721,true,r4ndomP@
50,17,8,s,s,1945269,9,1765791,179478,true,r4ndomP@s
50,17,9,s,s,2160015,K,1987569,172446,true,r4ndomP@ss
50,18,0,r,r,218245,1,40,218205,true,r
50,18,1,4,4,434888,c,219904,214984,true,r4
50,18,2,n,n,671216,i,460537,210679,true,r4n
50,18,3,d,d,859173,a,665187,193986,true,r4nd
50,18,4,o,o,1098073,9,885043,213030,true,r4ndo
50,18,5,m,m,1296479,P,1112848,183631,true,r4ndom
50,18,6,P,P,1504137,#,1363693,140444,true,r4ndomP
50,18,7,@,@,1722383,V,1585231,137152,true,r4ndomP@
50,18,8,s,s,1932876,o,1806470,126406,true,r4ndomP@s
50,18,9,s,s,2147133,7,1987726,159407,true,r4ndomP@ss
50,19,0,r,r,217916,y,37,217879,true,r
50,19,1,4,4,436527,E,220347,216180,true,r4
50,19,2,n,n,648090,l,444352,203738,true,r4n
50,19,3,d,d,870583,*,689145,181438,true,r4nd
50,19,4,o,o,1079186,e,924612,154574,true,r4ndo
50,19,5,m,m,1291709,!,1095686,196023,true,r4ndom
50,19,6,P,P,1500890,b,1404136,96754,true,r4ndomP
50,19,7,@,@,1725883,%,1532823,193060,true,r4ndomP@
50,19,8,s,s,1931766,9,1796515,135251,true,r4ndomP@s
50,19,9,s,s,2149699,M,1947812,201887,true,r4ndomP@ss
50,20,0,r,r,217347,g,38,217309,true,r
50,20,1,4,4,438216,$,219869,218347,true,r4
50,20,2,n,n,647997,Z,443045,204952,true,r4n
50,20,3,d,d,868252,J,676213,192039,true,r4nd
50,20,4,o,o,1084038,1,884130,199908,true,r4ndo
50,20,5,m,m,1293600,G,1088269,205331,true,r4ndom
50,20,6,P,P,1507658,h,1316516,191142,true,r4ndomP
50,20,7,@,@,1717252,m,1535169,182083,true,r4ndomP@
50,20,8,s,s,1929468,$,1758076,171392,true,r4ndomP@s
50,20,9,s,s,2148305,D,2066173,82132,true,r4ndomP@ss
10,1,0,r,r,231062,K,41,231021,true,r
10,1,1,4,4,434784,e,365944,68840,true,r4
10,1,2,n,n,653458,c,459347,194111,true,r4n
10,1,3,d,d,869465,b,660173,209292,true,r4nd
10,1,4,o,o,1085888,e,880236,205652,true,r4ndo
10,1,5,m,m,1301139,w,1092535,208604,true,r4ndom
10,1,6,P,P,1516694,a,1308069,208625,true,r4ndomP
10,1,7,@,@,1739882,j,1548840,191042,true,r4ndomP@
10,1,8,s,s,1947500,d,1743111,204389,true,r4ndomP@s
10,1,9,$,s,2249090,s,2158937,90153,false,r4ndomP@s$
10,2,0,r,r,218736,b,41,218695,true,r
10,2,1,4,4,435604,i,226125,209479,true,r4
10,2,2,n,n,653833,g,447638,206195,true,r4n
10,2,3,d,d,868347,e,658812,209535,true,r4nd
10,2,4,o,o,1172215,r,1071764,100451,true,r4ndo
10,2,5,m,m,1301291,K,1204604,96687,true,r4ndom
10,2,6,P,P,1517111,d,1319541,197570,true,r4ndomP
10,2,7,@,@,1736305,u,1531576,204729,true,r4ndomP@
10,2,8,s,s,1957826,a,1760257,197569,true,r4ndomP@s
10,2,9,s,s,2169972,Y,1992416,177556,true,r4ndomP@ss
10,3,0,r,r,220243,!,41,220202,true,r
10,3,1,4,4,433055,o,226361,206694,true,r4
10,3,2,n,n,656007,e,453465,202542,true,r4n
10,3,3,d,d,870333,b,659590,210743,true,r4nd
10,3,4,o,o,1089291,c,879291,210000,true,r4ndo
10,3,5,m,m,1302930,a,1098013,204917,true,r4ndom
10,3,6,P,P,1511764,v,1307542,204222,true,r4ndomP
10,3,7,@,@,1737923,b,1534409,203514,true,r4ndomP@
10,3,8,s,s,1987055,t,1772958,214097,true,r4ndomP@s
10,3,9,s,s,2161166,b,1963937,197229,true,r4ndomP@ss
10,4,0,r,r,216048,^,41,216007,true,r
10,4,1,4,4,433229,M,227423,205806,true,r4
10,4,2,n,n,647673,e,442423,205250,true,r4n
10,4,3,d,d,876659,c,658229,218430,true,r4nd
10,4,4,o,o,1084194,t,875048,209146,true,r4ndo
10,4,5,m,m,1296430,@,1092506,203924,true,r4ndom
10,4,6,P,P,1510222,J,1328937,181285,true,r4ndomP
10,4,7,@,@,1743569,a,1541507,202062,true,r4ndomP@
10,4,8,s,s,1944361,c,1744048,200313,true,r4ndomP@s
10,4,9,s,s,2162305,V,2093979,68326,true,r4ndomP@ss
10,5,0,r,r,220680,a,42,220638,true,r
10,5,1,4,4,432242,W,224402,207840,true,r4
10,5,2,n,n,650007,b,453354,196653,true,r4n
10,5,3,d,d,866340,@,666562,199778,true,r4nd
10,5,4,o,o,1086215,a,878715,207500,true,r4ndo
10,5,5,m,m,1297993,4,1296041,1952,true,r4ndom
10,5,6,P,P,1513014,c,1307548,205466,true,r4ndomP
10,5,7,@,@,1736583,K,1533958,202625,true,r4ndomP@
10,5,8,s,s,1946513,a,1748520,197993,true,r4ndomP@s
10,5,9,s,s,2200951,t,1985826,215125,true,r4ndomP@ss
10,6,0,r,r,217326,%,41,217285,true,r
10,6,1,4,4,432423,r,226875,205548,true,r4
10,6,2,n,n,650833,e,448083,202750,true,r4n
10,6,3,d,d,866986,H,660812,206174,true,r4nd
10,6,4,o,o,1092819,d,880750,212069,true,r4ndo
10,6,5,m,m,1309437,#,1093236,216201,true,r4ndom
10,6,6,P,P,1510743,z,1313506,197237,true,r4ndomP
10,6,7,R,@,1790235,@,1736625,53610,false,r4ndomPR
10,6,8,a,s,1528548,r,1527749,799,false,r4ndomPRa
10,6,9,X,s,1524027,c,1523333,694,false,r4ndomPRaX
10,7,0,r,r,218555,^,41,218514,true,r
10,7,1,4,4,434750,P,230416,204334,true,r4
10,7,2,n,n,649590,b,446597,202993,true,r4n
10,7,3,d,d,869909,c,662131,207778,true,r4nd
10,7,4,o,o,1084194,l,880812,203382,true,r4ndo
10,7,5,m,m,1301555,f,1096521,205034,true,r4ndom
10,7,6,P,P,1513673,y,1327958,185715,true,r4ndomP
10,7,7,@,@,1738201,o,1532826,205375,true,r4ndomP@
10,7,8,s,s,1953250,c,1750076,203174,true,r4ndomP@s
10,7,9,s,s,2166055,a,1967597,198458,true,r4ndomP@ss
10,8,0,r,r,221340,b,41,221299,true,r
10,8,1,4,4,430472,K,226444,204028,true,r4
10,8,2,n,n,658055,b,451132,206923,true,r4n
10,8,3,d,d,870749,Q,669652,201097,true,r4nd
10,8,4,o,o,1089868,3,882583,207285,true,r4ndo
10,8,5,m,m,1307097,r,1095305,211792,true,r4ndom
10,8,6,P,P,1515986,c,1316687,199299,true,r4ndomP
10,8,7,@,@,1741139,a,1535222,205917,true,r4ndomP@
10,8,8,s,s,1951027,C,1745847,205180,true,r4ndomP@s
10,8,9,s,s,2162916,l,1988896,174020,true,r4ndomP@ss
10,9,0,r,r,221500,b,41,221459,true,r
10,9,1,4,4,435472,H,226527,208945,true,r4
10,9,2,n,n,651194,b,450576,200618,true,r4n
10,9,3,d,d,867826,b,671347,196479,true,r4nd
10,9,4,o,o,1083583,L,883416,200167,true,r4ndo
10,9,5,m,m,1299653,a,1106534,193119,true,r4ndom
10,9,6,P,P,1517993,c,1310528,207465,true,r4ndomP
10,9,7,@,@,1729618,Q,1550382,179236,true,r4ndomP@
10,9,8,s,s,1954590,b,1744423,210167,true,r4ndomP@s
10,9,9,s,s,2156534,c,1959750,196784,true,r4ndomP@ss
10,10,0,r,r,218465,&,41,218424,true,r
10,10,1,4,4,434868,a,225368,209500,true,r4
10,10,2,n,n,652006,b,443909,208097,true,r4n
10,10,3,d,d,868423,c,660472,207951,true,r4nd
10,10,4,o,o,1082486,c,877513,204973,true,r4ndo
10,10,5,m,m,1300923,R,1110569,190354,true,r4ndom
10,10,6,P,P,1514722,p,1312965,201757,true,r4ndomP
10,10,7,@,@,1731090,6,1524069,207021,true,r4ndomP@
10,10,8,s,s,1942881,a,1748486,194395,true,r4ndomP@s
10,10,9,0,s,2322673,s,2162430,160243,false,r4ndomP@s0
10,11,0,r,r,216687,&,41,216646,true,r
10,11,1,4,4,444534,a,224819,219715,true,r4
10,11,2,n,n,649555,b,444263,205292,true,r4n
10,11,3,d,d,868326,q,662208,206118,true,r4nd
10,11,4,o,o,1081347,a,878618,202729,true,r4ndo
10,11,5,m,m,1299285,b,1098555,200730,true,r4ndom
10,11,6,P,P,1516784,a,1311979,204805,true,r4ndomP
10,11,7,@,@,1726541,v,1523270,203271,true,r4ndomP@
10,11,8,s,s,1942548,Y,1774527,168021,true,r4ndomP@s
10,11,9,s,s,2161742,H,1960812,200930,true,r4ndomP@ss
10,12,0,r,r,216048,b,41,216007,true,r
10,12,1,4,4,431833,a,232104,199729,true,r4
10,12,2,n,n,650007,i,441235,208772,true,r4n
10,12,3,d,d,877708,n,659500,218208,true,r4nd
10,12,4,o,o,1078541,a,874173,204368,true,r4ndo
10,12,5,m,m,1295736,V,1089305,206431,true,r4ndom
10,12,6,P,P,1512666,5,1311902,200764,true,r4ndomP
10,12,7,@,@,1731715,f,1549652,182063,true,r4ndomP@
10,12,8,s,s,1957618,b,1744763,212855,true,r4ndomP@s
10,12,9,s,s,2166895,b,1960388,206507,true,r4ndomP@ss
10,13,0,r,r,218916,b,41,218875,true,r
10,13,1,4,4,435868,n,223229,212639,true,r4
10,13,2,n,n,653958,u,444534,209424,true,r4n
10,13,3,d,d,868604,f,661208,207396,true,r4nd
10,13,4,o,o,1080014,8,888625,191389,true,r4ndo
10,13,5,m,m,1297972,D,1092826,205146,true,r4ndom
10,13,6,P,P,1516965,c,1320118,196847,true,r4ndomP
10,13,7,@,@,1733159,a,1523194,209965,true,r4ndomP@
10,13,8,s,s,1948646,1,1741090,207556,true,r4ndomP@s
10,13,9,s,s,2163500,X,1985944,177556,true,r4ndomP@ss
10,14,0,r,r,220784,&,41,220743,true,r
10,14,1,4,4,433972,N,226791,207181,true,r4
10,14,2,n,n,652618,b,457624,194994,true,r4n
10,14,3,d,d,865840,E,656479,209361,true,r4nd
10,14,4,o,o,1085215,F,874562,210653,true,r4ndo
10,14,5,m,m,1294458,Q,1090146,204312,true,r4ndom
10,14,6,P,P,1519847,a,1315944,203903,true,r4ndomP
10,14,7,@,@,1731257,*,1523284,207973,true,r4ndomP@
10,14,8,s,s,1990215,r,1759312,230903,true,r4ndomP@s
10,14,9,s,s,2160236,b,1965493,194743,true,r4ndomP@ss
10,15,0,r,r,222201,a,41,222160,true,r
10,15,1,4,4,434548,0,230416,204132,true,r4
10,15,2,n,n,652458,b,440478,211980,true,r4n
10,15,3,d,d,871861,b,662333,209528,true,r4nd
10,15,4,o,o,1082812,D,875673,207139,true,r4ndo
10,15,5,m,m,1301368,a,1099243,202125,true,r4ndom
10,15,6,s,P,1948208,P,1509395,438813,false,r4ndoms
10,15,7,c,@,1310340,q,1305590,4750,false,r4ndomsc
10,15,8,G,s,1312965,K,1310187,2778,false,r4ndomscG
10,15,9,b,s,1306916,h,1305777,1139,false,r4ndomscGb
10,16,0,r,r,217965,b,41,217924,true,r
10,16,1,4,4,435402,a,224041,211361,true,r4
10,16,2,n,n,647375,g,439611,207764,true,r4n
10,16,3,d,d,869764,6,661305,208459,true,r4nd
10,16,4,o,o,1089777,L,874173,215604,true,r4ndo
10,16,5,m,m,1298472,y,1108924,189548,true,r4ndom
10,16,6,P,P,1516284,^,1324159,192125,true,r4ndomP
10,16,7,@,@,1744506,a,1549388,195118,true,r4ndomP@
10,16,8,s,s,1955527,J,1759847,195680,true,r4ndomP@s
10,16,9,s,s,2167145,%,1988041,179104,true,r4ndomP@ss
10,17,0,r,r,215493,^,41,215452,true,r
10,17,1,4,4,432513,a,232354,200159,true,r4
10,17,2,n,n,653368,S,445805,207563,true,r4n
10,17,3,d,d,869840,x,764653,105187,true,r4nd
10,17,4,O,o,1165576,o,1090180,75396,false,r4ndO
10,17,5,s,m,895868,e,884618,11250,false,r4ndOs
10,17,6,T,P,878291,e,878000,291,false,r4ndOsT
10,17,7,!,@,876993,&,875229,1764,false,r4ndOsT!
10,17,8,L,s,878437,a,876750,1687,false,r4ndOsT!L
10,17,9,C,s,874916,i,874347,569,false,r4ndOsT!LC
10,18,0,r,r,218660,9,41,218619,true,r
10,18,1,4,4,439499,E,222187,217312,true,r4
10,18,2,n,n,647576,I,445993,201583,true,r4n
10,18,3,d,d,871409,S,654499,216910,true,r4nd
10,18,4,o,o,1083361,d,876145,207216,true,r4ndo
10,18,5,m,m,1296451,#,1091499,204952,true,r4ndom
10,18,6,P,P,1522250,$,1309646,212604,true,r4ndomP
10,18,7,@,@,1730146,R,1521604,208542,true,r4ndomP@
10,18,8,s,s,1945187,8,1765285,179902,true,r4ndomP@s
10,18,9,s,s,2164138,n,1970992,193146,true,r4ndomP@ss
10,19,0,r,r,218048,b,41,218007,true,r
10,19,1,4,4,433472,Q,220979,212493,true,r4
10,19,2,n,n,649139,v,439979,209160,true,r4n
10,19,3,d,d,865923,&,670770,195153,true,r4nd
10,19,4,@,o,1335722,$,1265639,70083,false,r4nd@
10,19,5,a,m,878562,b,877785,777,false,r4nd@a
10,19,6,5,P,882270,n,880180,2090,false,r4nd@a5
10,19,7,l,@,883513,f,881784,1729,false,r4nd@a5l
10,19,8,j,s,888145,i,885813,2332,false,r4nd@a5lj
10,19,9,c,s,878416,t,878222,194,false,r4nd@a5ljc
10,20,0,r,r,218097,b,41,218056,true,r
10,20,1,4,4,431951,d,225382,206569,true,r4
10,20,2,n,n,649291,b,454750,194541,true,r4n
10,20,3,d,d,865916,a,656798,209118,true,r4nd
10,20,4,o,o,1082312,a,879353,202959,true,r4ndo
10,20,5,m,m,1302340,i,1092076,210264,true,r4ndom
10,20,6,P,P,1518882,d,1310263,208619,true,r4ndomP
10,20,7,h,@,1805180,g,1777041,28139,false,r4ndomPh
10,20,8,c,s,1537257,F,1524847,12410,false,r4ndomPhc
10,20,9,b,s,1535708,F,1525750,9958,false,r4ndomPhcb
1,1,0,r,r,228750,a,208,228542,true,r
1,1,1,4,4,729583,F,603125,126458,true,r4
1,1,2,n,n,766959,a,600375,166584,true,r4n
1,1,3,d,d,874708,A,747916,126792,true,r4nd
1,1,4,o,o,1060208,i,993667,66541,true,r4ndo
1,1,5,m,m,1280958,g,1146959,133999,true,r4ndom
1,1,6,P,P,1478292,f,1430375,47917,true,r4ndomP
1,1,7,@,@,1687250,2,1581917,105333,true,r4ndomP@
1,1,8,s,s,1910625,e,1847208,63417,true,r4ndomP@s
1,1,9,s,s,2142458,d,2141875,583,true,r4ndomP@ss
1,2,0,r,r,221916,b,42,221874,true,r
1,2,1,4,4,459958,I,311083,148875,true,r4
1,2,2,n,n,635042,o,503125,131917,true,r4n
1,2,3,d,d,836250,r,735667,100583,true,r4nd
1,2,4,o,o,1066708,r,964375,102333,true,r4ndo
1,2,5,m,m,1300208,t,1279667,20541,true,r4ndom
1,2,6,P,P,1492084,j,1395417,96667,true,r4ndomP
1,2,7,@,@,1706875,e,1606958,99917,true,r4ndomP@
1,2,8,s,s,1937875,e,1844458,93417,true,r4ndomP@s
1,2,9,s,s,2240792,d,2066500,174292,true,r4ndomP@ss
1,3,0,r,r,224917,a,83,224834,true,r
1,3,1,4,4,437708,j,287709,149999,true,r4
1,3,2,n,n,704959,o,585125,119834,true,r4n
1,3,3,d,d,903666,m,727167,176499,true,r4nd
1,3,4,o,o,1179667,i,958042,221625,true,r4ndo
1,3,5,m,m,1319250,g,1253083,66167,true,r4ndom
1,3,6,P,P,1475000,f,1403875,71125,true,r4ndomP
1,3,7,@,@,1734500,e,1656542,77958,true,r4ndomP@
1,3,8,s,s,1937333,9,1844667,92666,true,r4ndomP@s
1,3,9,s,s,2140000,d,2050875,89125,true,r4ndomP@ss
1,4,0,r,r,216042,K,42,216000,true,r
1,4,1,4,4,431792,j,294958,136834,true,r4
1,4,2,n,n,644417,V,518125,126292,true,r4n
1,4,3,d,d,862875,k,716958,145917,true,r4nd
1,4,4,o,o,1072584,i,982542,90042,true,r4ndo
1,4,5,m,m,1273125,g,1196709,76416,true,r4ndom
1,4,6,P,P,1544125,t,1370750,173375,true,r4ndomP
1,4,7,@,@,1706833,e,1649208,57625,true,r4ndomP@
1,4,8,s,s,1939375,d,1826291,113084,true,r4ndomP@s
1,4,9,d,s,2136542,s,2128792,7750,false,r4ndomP@sd
1,5,0,r,r,217959,e,42,217917,true,r
1,5,1,4,4,441584,k,280500,161084,true,r4
1,5,2,n,n,691542,h,495625,195917,true,r4n
1,5,3,d,d,909500,6,885666,23834,true,r4nd
1,5,4,o,o,1064792,k,1012583,52209,true,r4ndo
1,5,5,m,m,1286709,o,1190833,95876,true,r4ndom
1,5,6,P,P,1462708,z,1357250,105458,true,r4ndomP
1,5,7,@,@,1683000,e,1620291,62709,true,r4ndomP@
1,5,8,s,s,1882708,d,1805792,76916,true,r4ndomP@s
1,5,9,d,s,2168125,s,2126834,41291,false,r4ndomP@sd
1,6,0,r,r,223250,D,42,223208,true,r
1,6,1,4,4,461250,j,282500,178750,true,r4
1,6,2,n,n,646250,f,541666,104584,true,r4n
1,6,3,d,d,875333,5,743667,131666,true,r4nd
1,6,4,o,o,1048500,C,975083,73417,true,r4ndo
1,6,5,m,m,1294750,n,1229333,65417,true,r4ndom
1,6,6,P,P,1470500,e,1409958,60542,true,r4ndomP
1,6,7,@,@,1701667,e,1675208,26459,true,r4ndomP@
1,6,8,s,s,1925209,m,1843416,81793,true,r4ndomP@s
1,6,9,s,s,2140458,d,2061042,79416,true,r4ndomP@ss
1,7,0,r,r,243708,E,42,243666,true,r
1,7,1,4,4,448333,o,276291,172042,true,r4
1,7,2,*,n,8014416,&,2830125,5184291,false,r4*
1,7,3,v,d,824042,s,569666,254376,false,r4*v
1,7,4,B,o,503208,o,487417,15791,false,r4*vB
1,7,5,o,m,495792,H,493250,2542,false,r4*vBo
1,7,6,N,P,521084,a,480208,40876,false,r4*vBoN
1,7,7,g,@,513375,o,507417,5958,false,r4*vBoNg
1,7,8,o,s,519000,H,485334,33666,false,r4*vBoNgo
1,7,9,d,s,485708,O,479917,5791,false,r4*vBoNgod
1,8,0,r,r,221875,a,83,221792,true,r
1,8,1,4,4,442333,M,291833,150500,true,r4
1,8,2,n,n,672042,5,469791,202251,true,r4n
1,8,3,d,d,886166,r,715791,170375,true,r4nd
1,8,4,o,o,1075792,i,1030000,45792,true,r4ndo
1,8,5,m,m,1384875,s,1199750,185125,true,r4ndom
1,8,6,P,P,1486750,f,1431500,55250,true,r4ndomP
1,8,7,@,@,1792625,e,1622375,170250,true,r4ndomP@
1,8,8,s,s,2026208,p,1819209,206999,true,r4ndomP@s
1,8,9,s,s,2216917,l,2066583,150334,true,r4ndomP@ss
1,9,0,r,r,223250,K,42,223208,true,r
1,9,1,4,4,422041,j,330292,91749,true,r4
1,9,2,n,n,652625,o,519292,133333,true,r4n
1,9,3,d,d,918125,2,717667,200458,true,r4nd
1,9,4,o,o,1105000,h,1064417,40583,true,r4ndo
1,9,5,m,m,1323292,r,1182917,140375,true,r4ndom
1,9,6,P,P,1553167,i,1386292,166875,true,r4ndomP
1,9,7,@,@,1721583,e,1632333,89250,true,r4ndomP@
1,9,8,s,s,1951417,i,1800458,150959,true,r4ndomP@s
1,9,9,s,s,2155208,S,2064917,90291,true,r4ndomP@ss
1,10,0,r,r,218417,e,42,218375,true,r
1,10,1,4,4,456084,n,280417,175667,true,r4
1,10,2,n,n,657833,m,558209,99624,true,r4n
1,10,3,d,d,902625,m,732000,170625,true,r4nd
1,10,4,o,o,1168083,h,938000,230083,true,r4ndo
1,10,5,m,m,1318041,g,1270791,47250,true,r4ndom
1,10,6,P,P,1491750,f,1442334,49416,true,r4ndomP
1,10,7,B,@,2123917,z,1950166,173751,false,r4ndomPB
1,10,8,W,s,1734792,B,1731083,3709,false,r4ndomPBW
1,10,9,g,s,1615250,N,1611250,4000,false,r4ndomPBWg
1,11,0,r,r,219917,a,42,219875,true,r
1,11,1,4,4,439833,m,279375,160458,true,r4
1,11,2,n,n,633125,5,524708,108417,true,r4n
1,11,3,d,d,859666,i,817250,42416,true,r4nd
1,11,4,o,o,1060209,V,943417,116792,true,r4ndo
1,11,5,m,m,1269542,X,1146625,122917,true,r4ndom
1,11,6,h,P,5238167,j,3045042,2193125,false,r4ndomh
1,11,7,e,@,1443041,2,1430292,12749,false,r4ndomhe
1,11,8,S,s,1410291,f,1379334,30957,false,r4ndomheS
1,11,9,%,s,1626333,#,1541500,84833,false,r4ndomheS%
1,12,0,r,r,219250,e,42,219208,true,r
1,12,1,4,4,449500,W,322292,127208,true,r4
1,12,2,n,n,661583,w,615833,45750,true,r4n
1,12,3,*,d,862750,d,862125,625,false,r4n*
1,12,4,X,o,724791,x,722750,2041,false,r4n*X
1,12,5,K,m,748833,3,736875,11958,false,r4n*XK
1,12,6,x,P,684292,O,678292,6000,false,r4n*XKx
1,12,7,j,@,714167,I,711625,2542,false,r4n*XKxj
1,12,8,j,s,738584,0,697083,41501,false,r4n*XKxjj
1,12,9,j,s,729291,7,718500,10791,false,r4n*XKxjjj
1,13,0,r,r,217958,a,42,217916,true,r
1,13,1,4,4,439666,&,250208,189458,true,r4
1,13,2,n,n,659667,K,460792,198875,true,r4n
1,13,3,d,d,864542,J,711834,152708,true,r4nd
1,13,4,o,o,1098209,m,904042,194167,true,r4ndo
1,13,5,m,m,1271833,0,1134000,137833,true,r4ndom
1,13,6,P,P,1535292,5,1350833,184459,true,r4ndomP
